plate,state,license_type,summons_number,issue_date,violation_time,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,summons_image
P79RKV,NJ,PAS,4027504677,11/21/2022,06:29P,BUS LANE VIOLATION,,50,0,0,0,50,0,0,MN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmVVNTZWWGRPUkZrelRuYzlQUT09&locationName=_____________________)
JAA9161,NY,PAS,5128581792,7/1/2023,09:11A,FAILURE TO STOP AT RED LIGHT,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVOUVWVFJOVkdNMVRXYzlQUT09&locationName=_____________________)
HTJ4411,NY,PAS,4864298040,9/21/2023,06:15P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,ST,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1rNUVTVFZQUkVFd1RVRTlQUT09&locationName=_____________________)
MRB0516,TX,PAS,1493096989,7/15/2023,10:30A,FIRE HYDRANT,,115,30,0,0,0,145,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPYW1zMFQxRTlQUT09&locationName=_____________________)
HTH1966,NY,PAS,8596421294,1/22/2018,10:38A,FIRE HYDRANT,10/18/2018,115,60,58.31,0.04,233.27,0,110,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VNXFVWGxOVkVrMVRrRTlQUT09&locationName=_____________________)
JSC9562,NY,PAS,4788487147,7/25/2022,03:56P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,MN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZWtVd1RuYzlQUT09&locationName=_____________________)
46792MN,NY,COM,8950563411,12/9/2021,02:23P,DOUBLE PARKING,,115,0,0,0,115,0,19,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVEpOZWxGNFRWRTlQUT09&locationName=_____________________)
JJM1815,NY,PAS,4788487172,7/25/2022,03:56P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZWtVelRXYzlQUT09&locationName=_____________________)
GNS1566,NY,PAS,4788487160,7/25/2022,03:56P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZWtVeVRVRTlQUT09&locationName=_____________________)
2CR8921,MD,PAS,4788487159,7/25/2022,03:56P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,MN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZWtVeFQxRTlQUT09&locationName=_____________________)
UBC1450,VA,PAS,9001693519,7/30/2022,07:52A,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,103,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVFZOZWxWNFQxRTlQUT09&locationName=_____________________)
KRR9282,NY,PAS,4026224806,9/8/2022,04:26P,BUS LANE VIOLATION,,50,0,0,0,50,0,0,MN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmVVNXFTWGxPUkdkM1RtYzlQUT09&locationName=_____________________)
FDZ7063,NY,PAS,2011602142,4/21/2023,04:19A,FIRE HYDRANT,,115,0,0,0,115,0,72,Kings,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVXWGROYWtVd1RXYzlQUT09&locationName=_____________________)
T108663C,NY,OMT,1493097003,7/15/2023,10:35A,FIRE HYDRANT,,115,30,0,0,0,145,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPZWtGM1RYYzlQUT09&locationName=_____________________)
KNG8313,NY,PAS,2011032039,3/21/2023,12:09P,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,46,Bronx,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVRWHBOYWtGNlQxRTlQUT09&locationName=_____________________)
8179853,NY,PAS,8950563563,12/9/2021,08:28P,REG. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,19,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVEpOZWxVeVRYYzlQUT09&locationName=_____________________)
EBX2880,NY,PAS,4857170528,8/13/2023,08:09A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1VNTZSVE5OUkZWNVQwRTlQUT09&locationName=_____________________)
S9096725,GA,PAS,1493097039,7/16/2023,01:05P,FIRE HYDRANT,,115,10,0,0,0,125,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPZWtGNlQxRTlQUT09&locationName=_____________________)
14929MP,NY,COM,4027609086,11/30/2022,02:14P,BUS LANE VIOLATION,,100,0,0,0,100,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmVVNTZXWGRQVkVFMFRtYzlQUT09&locationName=_____________________)
GYR8699,NY,PAS,4788487184,7/25/2022,03:56P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZWtVMFRrRTlQUT09&locationName=_____________________)
GMU3916,NY,PAS,9001693751,8/1/2022,06:44A,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,107,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVFZOZW1NeFRWRTlQUT09&locationName=_____________________)
KSM3878,NY,PAS,4788487421,7/25/2022,03:57P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZWxGNVRWRTlQUT09&locationName=_____________________)
JDL1559,NY,PAS,8919474266,7/23/2021,06:15P,NO STANDING-COMM METER ZONE,,115,60,0,30,145,0,1,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVVVE5PUkVreVRtYzlQUT09&locationName=_____________________)
T787842C,NY,OMT,4027504689,11/21/2022,06:29P,BUS LANE VIOLATION,,200,0,0,0,200,0,0,MN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmVVNTZWWGRPUkZrMFQxRTlQUT09&locationName=_____________________)
JHZ1579,NY,PAS,4027504690,11/21/2022,06:30P,BUS LANE VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmVVNTZWWGRPUkZrMVRVRTlQUT09&locationName=_____________________)
KSR5231,NY,PAS,4027504707,11/21/2022,06:30P,BUS LANE VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmVVNTZWWGRPUkdOM1RuYzlQUT09&locationName=_____________________)
HVS7136,NY,PAS,4788487494,7/25/2022,03:58P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZWxFMVRrRTlQUT09&locationName=_____________________)
T664243C,NY,OMT,9001694068,8/1/2022,10:46A,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,107,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVFZPUkVFeVQwRTlQUT09&locationName=_____________________)
AS53505,CT,PAS,8793512338,2/3/2020,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5VMTZWWGhOYWsxNlQwRTlQUT09&locationName=_____________________)
HUZ2686,NY,PAS,9001694070,8/1/2022,10:54A,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,107,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVFZPUkVFelRVRTlQUT09&locationName=_____________________)
KDU8325,NY,PAS,4788487433,7/25/2022,03:57P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZWxGNlRYYzlQUT09&locationName=_____________________)
GXR7120,NY,PAS,4788487482,7/25/2022,03:58P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZWxFMFRXYzlQUT09&locationName=_____________________)
KJS1628,NY,PAS,4788487512,7/25/2022,03:58P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZWxWNFRXYzlQUT09&locationName=_____________________)
DEU8884,NY,PAS,4788487500,7/25/2022,03:58P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZWxWM1RVRTlQUT09&locationName=_____________________)
HZT3213,NY,PAS,4788487720,7/25/2022,04:00P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,ST,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZW1ONVRVRTlQUT09&locationName=_____________________)
2STA85,MA,PAS,4788487536,7/25/2022,03:58P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZWxWNlRtYzlQUT09&locationName=_____________________)
JSE1352,NY,PAS,9001694147,8/3/2022,07:57A,NO STANDING-DAY/TIME LIMITS,,115,0,0,115,0,0,112,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVFZPUkVVd1RuYzlQUT09&locationName=_____________________)
AY12765,CT,PAS,4788487809,7/25/2022,04:01P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZW1kM1QxRTlQUT09&locationName=_____________________)
HZJ5119,NY,PAS,4788487780,7/25/2022,04:00P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZW1NMFRVRTlQUT09&locationName=_____________________)
KDS5744,NY,PAS,8969514119,4/27/2021,02:05P,SAFETY ZONE,,115,30,0,0,145,0,42,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOVVWWGhPUkVWNFQxRTlQUT09&locationName=_____________________)
HSH3277,NY,PAS,2011303576,5/3/2023,09:17A,NO PARKING-STREET CLEANING,,65,10,0,0,75,0,66,Kings,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVUWGROZWxVelRtYzlQUT09&locationName=_____________________)
T102897C,NY,OMT,4026343352,9/15/2022,02:01P,BUS LANE VIOLATION,12/22/2022,100,25,1.88,0.06,126.82,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmVVNXFUVEJOZWsweFRXYzlQUT09&locationName=_____________________)
42471MG,NY,COM,8919479940,8/26/2021,01:32P,NO PARKING-DAY/TIME LIMITS,,65,0,0,65,0,0,5,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVVVE5QVkdzd1RVRTlQUT09&locationName=_____________________)
LAT2370,NY,PAS,4865176949,9/23/2023,10:09P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1rNVVSVE5PYW1zd1QxRTlQUT09&locationName=_____________________)
F17NUE,NJ,PAS,8919479793,8/25/2021,05:45P,NO STANDING-EXC. TRUCK LOADING,7/28/2022,95,60,1.28,0.12,156.16,0,5,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVVVE5QVkdNMVRYYzlQUT09&locationName=_____________________)
KBR1276,NY,PAS,2011032088,3/21/2023,12:20P,NO PARKING-STREET CLEANING,,65,30,0,0,95,0,46,Bronx,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVRWHBOYWtFMFQwRTlQUT09&locationName=_____________________)
LAT7515,NY,PAS,2011032064,3/21/2023,12:17P,NO PARKING-STREET CLEANING,,65,10,0,0,75,0,46,Bronx,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVRWHBOYWtFeVRrRTlQUT09&locationName=_____________________)
KLE1315,NY,PAS,1493097090,8/5/2023,11:22A,FRONT OR BACK PLATE MISSING,,65,10,0,0,0,75,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPZWtFMVRVRTlQUT09&locationName=_____________________)
KLE1315,NY,PAS,1493097106,8/5/2023,11:22A,INSP. STICKER-EXPIRED/MISSING,,65,10,0,0,0,75,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPZWtWM1RtYzlQUT09&locationName=_____________________)
AQUP38,FL,PAS,8794127335,12/10/2020,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5VNUVSWGxPZWsxNlRsRTlQUT09&locationName=_____________________)
KBU9120,NY,PAS,2011032120,3/23/2023,07:44A,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,46,Bronx,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVRWHBOYWtWNVRVRTlQUT09&locationName=_____________________)
KET4923,NY,PAS,2011032118,3/23/2023,07:42A,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,46,Bronx,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVRWHBOYWtWNFQwRTlQUT09&locationName=_____________________)
44622NC,NY,COM,8950570129,2/10/2022,01:17P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,23,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5OUkVWNVQxRTlQUT09&locationName=_____________________)
89993JX,NY,COM,2011032106,3/23/2023,07:39A,NO PARKING-STREET CLEANING,,65,0,0,25,40,0,46,Bronx,DEPARTMENT OF SANITATION,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVRWHBOYWtWM1RtYzlQUT09&locationName=_____________________)
Z46SBL,NJ,PAS,2010519840,6/6/2023,10:12A,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,75,Kings,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMUVWWGhQVkdjd1RVRTlQUT09&locationName=_____________________)
SKF90R,NJ,PAS,4788487974,7/25/2022,04:02P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZW1zelRrRTlQUT09&locationName=_____________________)
KVC1099,NY,PAS,8950570336,2/10/2022,03:51P,EXPIRED MUNI METER,,35,0,0,0,35,0,25,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5OUkUxNlRtYzlQUT09&locationName=_____________________)
HDF6282,NY,PAS,8919480394,8/28/2021,03:25P,FAIL TO DSPLY MUNI METER RECPT,,65,30,0,0,95,0,9,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVVVFJOUkUwMVRrRTlQUT09&locationName=_____________________)
HCG5218,NY,PAS,4788487949,7/25/2022,04:01P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,MN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJPZW1zd1QxRTlQUT09&locationName=_____________________)
JRM7516,NY,PAS,8919480450,8/28/2021,03:53P,NO STOPPING-DAY/TIME LIMITS,7/28/2022,115,60,0.09,0.09,175,0,7,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVVVFJOUkZFeFRVRTlQUT09&locationName=_____________________)
GRJ3511,NY,PAS,5128581834,7/1/2023,09:12A,FAILURE TO STOP AT RED LIGHT,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVOUVWVFJOVkdkNlRrRTlQUT09&locationName=_____________________)
59096725,GA,PAS,1493097118,9/4/2023,12:47P,FIRE HYDRANT,,115,10,0,0,0,125,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPZWtWNFQwRTlQUT09&locationName=_____________________)
JPD4005,NY,PAS,8950570683,2/11/2022,02:11P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,30,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5OUkZrMFRYYzlQUT09&locationName=_____________________)
KHR4197,NY,PAS,8950570798,2/11/2022,02:47P,DOUBLE PARKING,,115,0,0,0,115,0,30,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5OUkdNMVQwRTlQUT09&locationName=_____________________)
JNF5836,NY,PAS,8950570221,2/10/2022,03:00P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,25,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVWVE5OUkVsNVRWRTlQUT09&locationName=_____________________)
KZY1682,NY,PAS,4864298075,9/21/2023,06:16P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1rNUVTVFZQUkVFelRsRTlQUT09&locationName=_____________________)
KBT9279,NY,OMS,4788488012,7/25/2022,04:02P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJQUkVGNFRXYzlQUT09&locationName=_____________________)
HMT6611,NY,PAS,9001694846,8/4/2022,10:37A,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,102,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVFZPUkdjd1RtYzlQUT09&locationName=_____________________)
JDS2107,NY,PAS,9001694780,8/4/2022,10:16A,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,102,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVFZPUkdNMFRVRTlQUT09&locationName=_____________________)
C98RUN,NJ,PAS,1493097180,7/20/2023,09:24A,OBSTRUCTING DRIVEWAY,,95,30,0,0,0,125,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPZWtVMFRVRTlQUT09&locationName=_____________________)
KFG9548,NY,PAS,4788488024,7/25/2022,04:02P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJQUkVGNVRrRTlQUT09&locationName=_____________________)
JMK3180,NY,PAS,1493097209,7/21/2023,10:20A,NO STANDING-DAY/TIME LIMITS,,115,30,0,0,0,145,50,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPZWtsM1QxRTlQUT09&locationName=_____________________)
389D14,NV,PAS,4026224820,9/8/2022,04:26P,BUS LANE VIOLATION,,50,25,0,0,75,0,0,MN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmVVNXFTWGxPUkdkNVRVRTlQUT09&locationName=_____________________)
KHF3926,NY,PAS,2011303655,5/4/2023,08:14A,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,66,Kings,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVUWGROZWxreFRsRTlQUT09&locationName=_____________________)
S1063525,GA,PAS,2010519899,6/6/2023,11:26A,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,75,Kings,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMUVWWGhQVkdjMVQxRTlQUT09&locationName=_____________________)
JSB2859,NY,PAS,8919481740,9/7/2021,06:07P,NO STANDING-COMM METER ZONE,,115,30,0,0,145,0,1,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVVVFJOVkdNd1RVRTlQUT09&locationName=_____________________)
KFD9697,NY,PAS,8969516657,5/4/2021,01:38P,FIRE HYDRANT,,115,30,0,0,145,0,42,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOVVWWGhPYWxreFRuYzlQUT09&locationName=_____________________)
HPJ5439,NY,PAS,4788488061,7/25/2022,04:02P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJQUkVFeVRWRTlQUT09&locationName=_____________________)
32148NA,NY,COM,8969517509,5/8/2021,06:02A,COMML PLATES-UNALTERED VEHICLE,,115,0,0,115,0,0,47,BX,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOVVWWGhPZWxWM1QxRTlQUT09&locationName=_____________________)
A90LUA,NJ,PAS,4788488050,7/25/2022,04:02P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,MN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJQUkVFeFRVRTlQUT09&locationName=_____________________)
JGX3996,NY,PAS,4788488036,7/25/2022,04:02P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJQUkVGNlRtYzlQUT09&locationName=_____________________)
KFZ3275,NY,PAS,4788488073,7/25/2022,04:02P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVFJQUkVFelRYYzlQUT09&locationName=_____________________)
DUT8767,NY,PAS,2011032167,3/23/2023,09:44A,NO PARKING-STREET CLEANING,,65,0,0,0,65,0,46,Bronx,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVRWHBOYWtVeVRuYzlQUT09&locationName=_____________________)
GXF1170,NY,PAS,8919481994,9/8/2021,06:12P,NO STANDING-COMM METER ZONE,,115,0,0,0,115,0,1,NY,TRAFFIC,ADMIN CLAIM DENIED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVVVFJOVkdzMVRrRTlQUT09&locationName=_____________________)
GBX1116,NY,PAS,8919482226,9/9/2021,05:35P,NO STANDING-EXC. TRUCK LOADING,7/28/2022,95,60,0.23,0.15,155.08,0,6,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVVVFJOYWtsNVRtYzlQUT09&locationName=_____________________)
